1|Uzim|2024-07-31 03:30:00.765557|{"file_id": "AgACAgIAAxkBAAIB8mapaVsCkHgD-epKeVoGlB7N3yrBAALA4zEbeERISZXthIJ72t3NAQADAgADeQADNQQ", "file_unique_id": "AQADwOMxG3hESEl-", "file_size": 161830, "width": 960, "height": 1280}
2|Uzim|2024-07-31 03:32:05.067205|{"file_id": "AgACAgIAAxkBAAIB-mapaddhHP-t9YxzdwY1Se03XU-qAALD4zEbeERISQ9aRuL_shyRAQADAgADeQADNQQ", "file_unique_id": "AQADw-MxG3hESEl-", "file_size": 148982, "width": 960, "height": 1280}
